"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
764.5250995,"C42H75O7N3S1","CHONS","Lipid",1.79,0.17,-0.0145,-1.1905,42,75,7,3,1,0
764.568115,"C44H79O9N1","CHON","Lipid",1.8,0.2,0.013,-1.3182,44,79,9,1,0,0
765.526243,"C44H79O6S1P1","CHOSP","Lipid",1.8,0.14,0.0256,-1.4773,44,79,6,0,1,1
765.5886,"C45H82O9","CHO","Lipid",1.82,0.2,0.0123,-1.4222,45,82,9,0,0,0
765.599639,"C44H82O8N2","CHON","Lipid",1.86,0.18,-0.0263,-1.3636,44,82,8,2,0,0
765.603024,"C41H86O8N2S1","CHONS","Lipid",2.1,0.2,-0.2059,-1.5122,41,86,8,2,1,0
766.596707,"C41H86O9N1P1","CHONP","Lipid",2.1,0.22,-0.1884,-1.5854,41,86,9,1,0,1
766.971503,"C18H28O21N2S5","CHONS","Other",1.56,1.17,-23,1.6667,18,28,21,2,5,0
767.246303,"C28H48O24","CHO","Carb",1.71,0.86,-0.4375,0,28,48,24,0,0,0
767.302352,"C41H53O10S1P1","CHOSP","Lignin",1.29,0.24,0.2647,-0.7561,41,53,10,0,1,1
767.454009,"C38H73O11S1P1","CHOSP","Lipid",1.92,0.29,-0.1475,-1.2895,38,73,11,0,1,1
768.424785,"C43H64O9N1P1","CHONP","Lignin",1.49,0.21,0.1781,-1,43,64,9,1,0,1
768.513739,"C39H81O7N1S1P2","CHONSP","Lipid",2.08,0.18,-0.2063,-1.5897,39,81,7,1,1,2
769.341091,"C47H51O6N2P1","CHONP","Lignin",1.09,0.13,0.439,-0.7021,47,51,6,2,0,1
769.393258,"C50H58O5S1","CHOS","UnsatHC",1.16,0.1,0.3978,-0.92,50,58,5,0,1,0
769.496101,"C41H75O7N2S1P1","CHONSP","Lipid",1.83,0.17,-0.0448,-1.2927,41,75,7,2,1,1
769.631035,"C44H86O8N2","CHON","Lipid",1.95,0.18,-0.0789,-1.4545,44,86,8,2,0,0
770.57876,"C43H81O10N1","CHON","Lipid",1.88,0.23,-0.0541,-1.3488,43,81,10,1,0,0
771.365945,"C48H56O3N2S2","CHONS","UnsatHC",1.17,0.06,0.3882,-0.8333,48,56,3,2,2,0
771.381541,"C39H64O11S2","CHOS","Lipid",1.64,0.28,0.0159,-0.9744,39,64,11,0,2,0
771.561365,"C48H84O1S3","CHOS","Lipid",1.75,0.02,0.0787,-1.5833,48,84,1,0,3,0
772.27287,"C27H51O24N1","CHON","Carb",1.89,0.89,-0.7143,0,27,51,24,1,0,0
772.521631,"C41H75O12N1","CHON","Lipid",1.83,0.29,-0.0588,-1.1707,41,75,12,1,0,0
773.032875,"C28H22O26","CHO","ConHC",0.79,0.93,0.3333,1.0714,28,22,26,0,0,0
773.466516,"C44H70O9S1","CHOS","Lipid",1.59,0.2,0.1169,-1.1364,44,70,9,0,1,0
773.513501,"C46H79O3S2P1","CHOSP","Lipid",1.72,0.07,0.0843,-1.5,46,79,3,0,2,1
773.526961,"C38H78O15","CHO","Protein",2.05,0.39,-0.2459,-1.2632,38,78,15,0,0,0
774.194736,"C28H41O24N1","CHON","Tannin",1.46,0.86,-0.2667,0.3571,28,41,24,1,0,0
774.47584,"C38H69O13N3","CHON","Protein",1.82,0.34,-0.1228,-0.8947,38,69,13,3,0,0
774.593477,"C43H87O6N1P2","CHONP","Lipid",2.02,0.14,-0.1081,-1.6744,43,87,6,1,0,2
775.476679,"C40H73O12P1","CHOP","Protein",1.82,0.3,-0.0606,-1.225,40,73,12,0,0,1
775.609324,"C47H84O8","CHO","Lipid",1.79,0.17,0.0465,-1.4468,47,84,8,0,0,0
775.612943,"C44H88O8S1","CHOS","Lipid",2,0.18,-0.1026,-1.5909,44,88,8,0,1,0
776.500916,"C49H67O5N3","CHON","UnsatHC",1.37,0.1,0.2874,-0.9796,49,67,5,3,0,0
776.999828,"C29H18O22N2S1","CHONS","ConHC",0.62,0.76,0.5333,1.1724,29,18,22,2,1,0
777.230538,"C29H46O24","CHO","Carb",1.59,0.83,-0.2941,0.069,29,46,24,0,0,0
777.4957,"C48H74O4S2","CHOS","Lipid",1.54,0.08,0.1818,-1.2917,48,74,4,0,2,0
777.538906,"C43H86O3S4","CHOS","Lipid",2,0.07,-0.12,-1.6744,43,86,3,0,4,0
777.562633,"C46H83O5S1P1","CHOSP","Lipid",1.8,0.11,0.0361,-1.5435,46,83,5,0,1,1
777.6039555,"C50H82O6","CHO","Lipid",1.64,0.12,0.1489,-1.4,50,82,6,0,0,0
777.745464,"C49H98O4N2","CHON","Lipid",2,0.08,-0.0444,-1.7143,49,98,4,2,0,0
778.409534,"C35H73O9N1S4","CHONS","Lipid",2.09,0.26,-0.3725,-1.2571,35,73,9,1,4,0
778.424633,"C39H73O6N1S4","CHONS","Lipid",1.87,0.15,-0.129,-1.2821,39,73,6,1,4,0
778.524925,"C41H82O6N1S2P1","CHONSP","Lipid",2,0.15,-0.1471,-1.5366,41,82,6,1,2,1
779.435167,"C38H69O14P1","CHOP","Protein",1.82,0.37,-0.1,-1.0789,38,69,14,0,0,1
779.529265,"C41H84O3N2S4","CHONS","Lipid",2.05,0.07,-0.194,-1.561,41,84,3,2,4,0
779.604205,"C46H84O9","CHO","Lipid",1.83,0.2,0.012,-1.4348,46,84,9,0,0,0
779.692348,"C52H92O4","CHO","Lipid",1.77,0.08,0.1,-1.6154,52,92,4,0,0,0
780.111324,"C28H31O25N1","CHON","Tannin",1.11,0.89,0.0345,0.7857,28,31,25,1,0,0
780.479042,"C38H76O7N3S2P1","CHONSP","Lipid",2,0.18,-0.2281,-1.2895,38,76,7,3,2,1
780.531681,"C42H87O1N1S5","CHONS","Lipid",2.07,0.02,-0.1831,-1.7143,42,87,1,1,5,0
780.587252,"C51H79O1N3S1","CHONS","Lipid",1.55,0.02,0.2043,-1.2941,51,79,1,3,1,0
781.505005,"C50H70O7","CHO","Lignin",1.4,0.14,0.2688,-1.12,50,70,7,0,0,0
781.507939,"C47H74O7S1","CHOS","Lipid",1.57,0.15,0.1529,-1.234,47,74,7,0,1,0
781.604636,"C42H86O12","CHO","Lipid",2.05,0.29,-0.1667,-1.4762,42,86,12,0,0,0
782.338645,"C33H57O16N3S1","CHONS","Protein",1.73,0.48,-0.2381,-0.4242,33,57,16,3,1,0
782.478881,"C52H65O5N1","CHON","UnsatHC",1.25,0.1,0.3608,-1,52,65,5,1,0,0
782.594022,"C48H81O7N1","CHON","Lipid",1.69,0.15,0.1034,-1.3333,48,81,7,1,0,0
782.863909,"C26H9O23S2P1","CHOSP","ConHC",0.35,0.88,0.7391,1.5769,26,9,23,0,2,1
783.264642,"C41H56O1N2S6","CHONS","UnsatHC",1.37,0.02,0.2,-0.878,41,56,1,2,6,0
783.486885,"C38H76O10N2S2","CHONS","Lipid",2,0.26,-0.2414,-1.2105,38,76,10,2,2,0
783.502723,"C50H72O5S1","CHOS","UnsatHC",1.44,0.1,0.2473,-1.2,50,72,5,0,1,0
783.513462,"C40H82O8S1P2","CHOSP","Lipid",2.05,0.2,-0.1818,-1.6,40,82,8,0,1,2
783.560061,"C48H80O6S1","CHOS","Lipid",1.67,0.12,0.1136,-1.375,48,80,6,0,1,0
783.596706,"C49H84O5S1","CHOS","Lipid",1.71,0.1,0.0989,-1.4694,49,84,5,0,1,0
784.508534,"C39H81O8N1S1P2","CHONSP","Lipid",2.08,0.21,-0.2258,-1.5385,39,81,8,1,1,2
784.533061,"C41H75O11N3","CHON","Lipid",1.83,0.27,-0.0769,-1.0732,41,75,11,3,0,0
784.570597,"C51H79O3N1S1","CHONS","Lipid",1.55,0.06,0.2,-1.3333,51,79,3,1,1,0
785.009887,"C26H27O22S2P1","CHOSP","Tannin",1.04,0.85,0,0.8077,26,27,22,0,2,1
785.163103,"C29H38O25","CHO","Tannin",1.31,0.86,-0.0909,0.4138,29,38,25,0,0,0
786.628475,"C45H89O7N1S1","CHONS","Lipid",1.98,0.16,-0.0886,-1.5556,45,89,7,1,1,0
787.437843,"C44H69O8S1P1","CHOSP","Lipid",1.57,0.18,0.1316,-1.1591,44,69,8,0,1,1
787.4513,"C50H64O4N2S1","CHONS","UnsatHC",1.28,0.08,0.3333,-0.96,50,64,4,2,1,0
787.532718,"C41H76O12N2","CHON","Lipid",1.85,0.29,-0.0909,-1.122,41,76,12,2,0,0
787.65688,"C48H88O6N2","CHON","Lipid",1.83,0.12,0.0233,-1.4583,48,88,6,2,0,0
787.672396,"C52H88O3N2","CHON","Lipid",1.69,0.06,0.134,-1.4615,52,88,3,2,0,0
788.135715,"C23H41O21N3S1P2","CHONSP","Carb",1.78,0.91,-1.6154,0.5217,23,41,21,3,1,2
788.503517,"C38H81O9N1S1P2","CHONSP","Lipid",2.13,0.24,-0.2881,-1.5263,38,81,9,1,1,2
788.518663,"C42H81O6N1S1P2","CHONSP","Lipid",1.93,0.14,-0.0857,-1.5238,42,81,6,1,1,2
788.615686,"C46H83O7N3","CHON","Lipid",1.8,0.15,0.0127,-1.3043,46,83,7,3,0,0
788.728983,"C54H95O2N1","CHON","Lipid",1.76,0.04,0.1154,-1.6296,54,95,2,1,0,0
789.313696,"C37H62O6N2S5","CHONS","Lipid",1.68,0.16,-0.0741,-0.9189,37,62,6,2,5,0
789.545681,"C45H78O7N2S1","CHONS","Lipid",1.73,0.16,0.039,-1.2444,45,78,7,2,1,0
789.584738,"C42H82O11N2","CHON","Lipid",1.95,0.26,-0.1304,-1.2857,42,82,11,2,0,0
789.62091,"C43H86O10N2","CHON","Lipid",2,0.23,-0.1389,-1.3953,43,86,10,2,0,0
790.405372,"C38H65O14N1S1","CHONS","Protein",1.71,0.37,-0.069,-0.8421,38,65,14,1,1,0
790.574118,"C48H77O6N3","CHON","Lipid",1.6,0.12,0.1429,-1.1667,48,77,6,3,0,0
791.101363,"C29H33O20N2S1P1","CHONSP","Tannin",1.14,0.69,0.0667,0.5172,29,33,20,2,1,1
791.464884,"C50H68O2N2S2","CHONS","UnsatHC",1.36,0.04,0.2889,-1.08,50,68,2,2,2,0
791.552162,"C55H72O2N2","CHON","UnsatHC",1.31,0.04,0.3462,-1.1273,55,72,2,2,0,0
791.553306,"C43H84O8S2","CHOS","Lipid",1.95,0.19,-0.1081,-1.4884,43,84,8,0,2,0
791.615519,"C46H84O8N2","CHON","Lipid",1.83,0.17,0,-1.3478,46,84,8,2,0,0
791.622717,"C48H88O6S1","CHOS","Lipid",1.83,0.12,0.0227,-1.5417,48,88,6,0,1,0
792.033434,"C24H28O25N1S1P1","CHONSP","Tannin",1.17,1.04,-0.4118,1.125,24,28,25,1,1,1
792.237589,"C24H47O26N3","CHON","Other",1.96,1.08,-1.625,0.5833,24,47,26,3,0,0
792.459256,"C48H63O7N3","CHON","Lignin",1.31,0.15,0.3012,-0.8333,48,63,7,3,0,0
792.504152,"C41H80O7N1S2P1","CHONSP","Lipid",1.95,0.17,-0.1343,-1.439,41,80,7,1,2,1
792.562894,"C45H79O10N1","CHON","Lipid",1.76,0.22,0.0256,-1.2444,45,79,10,1,0,0
792.632811,"C43H91O5N3S2","CHONS","Lipid",2.12,0.12,-0.2113,-1.5814,43,91,5,3,2,0
793.137803,"C26H39O22N2S1P1","CHONSP","Carb",1.5,0.85,-0.5455,0.5,26,39,22,2,1,1
793.403394,"C43H70O5S4","CHOS","Lipid",1.63,0.12,0.0685,-1.2093,43,70,5,0,4,0
793.448415,"C43H71O9S1P1","CHOSP","Lipid",1.65,0.21,0.0685,-1.186,43,71,9,0,1,1
793.966642,"C24H18O24N3S1P1","CHONSP","Other",0.75,1,0.1429,1.7083,24,18,24,3,1,1
794.076324,"C25H33O24N1S2","CHONS","Tannin",1.32,0.96,-0.5,0.88,25,33,24,1,2,0
794.080684,"C30H25O23N3","CHON","Tannin",0.83,0.77,0.3548,1,30,25,23,3,0,0
794.461099,"C53H65O3N1S1","CHONS","UnsatHC",1.23,0.06,0.3737,-1.0189,53,65,3,1,1,0
794.530177,"C39H78O11N3P1","CHONP","Lipid",2,0.28,-0.2203,-1.2051,39,78,11,3,0,1
794.681206,"C47H93O4N3S1","CHONS","Lipid",1.98,0.09,-0.0732,-1.5745,47,93,4,3,1,0
795.008146,"C22H25O26N2S1P1","CHONSP","Other",1.14,1.18,-1,1.5909,22,25,26,2,1,1
795.223666,"C29H48O23S1","CHOS","Carb",1.66,0.79,-0.3939,0,29,48,23,0,1,0
795.472671,"C46H73O3N2S2P1","CHONSP","Lipid",1.59,0.07,0.1392,-1.2391,46,73,3,2,2,1
795.47488,"C39H72O16","CHO","Protein",1.85,0.41,-0.129,-1.0256,39,72,16,0,0,0
795.487267,"C47H72O8S1","CHOS","Lipid",1.53,0.17,0.1667,-1.1489,47,72,8,0,1,0
795.521531,"C41H81O10S1P1","CHOSP","Lipid",1.98,0.24,-0.1471,-1.439,41,81,10,0,1,1
795.57728,"C41H84O10N2S1","CHONS","Lipid",2.05,0.24,-0.2121,-1.3659,41,84,10,2,1,0
795.648494,"C55H88O1S1","CHOS","Lipid",1.6,0.02,0.1963,-1.5273,55,88,1,0,1,0
795.727123,"C50H100O4S1","CHOS","Lipid",2,0.08,-0.0426,-1.8,50,100,4,0,1,0
796.068284,"C21H36O25N1S2P1","CHONSP","Other",1.71,1.19,-2.5556,1,21,36,25,1,2,1
796.34861,"C30H60O19N3P1","CHONP","AminoSugar",2,0.63,-0.6364,-0.4333,30,60,19,3,0,1
796.526069,"C41H83O7N1S3","CHONS","Lipid",2.02,0.17,-0.194,-1.4634,41,83,7,1,3,0
796.543793,"C51H76O4N1P1","CHONP","UnsatHC",1.49,0.08,0.234,-1.2745,51,76,4,1,0,1
796.951496,"C28H15O26P1","CHOP","ConHC",0.54,0.93,0.5714,1.3214,28,15,26,0,0,1
797.162814,"C30H38O25","CHO","Tannin",1.27,0.83,-0.0286,0.4,30,38,25,0,0,0
797.238851,"C29H50O23S1","CHOS","Carb",1.72,0.79,-0.4545,-0.069,29,50,23,0,1,0
797.412029,"C37H70O10N2S3","CHONS","Lipid",1.89,0.27,-0.2222,-1.027,37,70,10,2,3,0
797.463856,"C41H72O9N2P2","CHONP","Lipid",1.76,0.22,-0.0154,-1.1707,41,72,9,2,0,2
797.469494,"C42H70O14","CHO","Protein",1.67,0.33,0.0286,-1,42,70,14,0,0,0
797.4818037,"C50H70O6S1","CHOS","UnsatHC",1.4,0.12,0.2609,-1.12,50,70,6,0,1,0
797.482373,"C39H75O14P1","CHOP","Protein",1.92,0.36,-0.1613,-1.2051,39,75,14,0,0,1
797.5182835,"C51H74O5S1","CHOS","UnsatHC",1.45,0.1,0.2421,-1.2157,51,74,5,0,1,0
797.519397,"C41H83O8S2P1","CHOSP","Lipid",2.02,0.2,-0.1765,-1.5366,41,83,8,0,2,1
797.684978,"C52H94O3S1","CHOS","Lipid",1.81,0.06,0.0707,-1.6538,52,94,3,0,1,0
797.739246,"C53H98O4","CHO","Lipid",1.85,0.08,0.0588,-1.6981,53,98,4,0,0,0
797.742392,"C50H102O4S1","CHOS","Lipid",2.04,0.08,-0.0638,-1.84,50,102,4,0,1,0
798.136984,"C32H33O23N1","CHON","Tannin",1.03,0.72,0.2308,0.5,32,33,23,1,0,0
798.459776,"C38H74O12N1S1P1","CHONSP","Protein",1.95,0.32,-0.2069,-1.1842,38,74,12,1,1,1
798.522086,"C39H77O15N1","CHON","Protein",1.97,0.38,-0.2131,-1.1282,39,77,15,1,0,0
798.573621,"C44H81O11N1","CHON","Lipid",1.84,0.25,-0.04,-1.2727,44,81,11,1,0,0
799.264071,"C40H48O15S1","CHOS","Lignin",1.2,0.38,0.2698,-0.4,40,48,15,0,1,0
799.417654,"C46H60O10N2","CHON","Lignin",1.3,0.22,0.2821,-0.7391,46,60,10,2,0,0
799.450457,"C42H74O8S1P2","CHOSP","Lipid",1.76,0.19,0,-1.3333,42,74,8,0,1,2
799.521509,"C43H76O13","CHO","Protein",1.77,0.3,-0.0137,-1.1628,43,76,13,0,0,0
799.536554,"C47H76O10","CHO","Lipid",1.62,0.21,0.119,-1.1915,47,76,10,0,0,0
799.570557,"C41H85O12P1","CHOP","Lipid",2.07,0.29,-0.2059,-1.4878,41,85,12,0,0,1
799.609171,"C49H84O8","CHO","Lipid",1.71,0.16,0.0889,-1.3878,49,84,8,0,0,0
800.448147,"C48H68O5N1S1P1","CHONSP","UnsatHC",1.42,0.1,0.2471,-1.1042,48,68,5,1,1,1
800.519841,"C39H79O13N1S1","CHONS","Protein",2.03,0.33,-0.2459,-1.2308,39,79,13,1,1,0
801.270614,"C29H54O23S1","CHOS","Carb",1.86,0.79,-0.5758,-0.2069,29,54,23,0,1,0
801.360849,"C31H62O23","CHO","Carb",2,0.74,-0.5385,-0.5161,31,62,23,0,0,0
801.370571,"C45H59O7N2S1P1","CHONSP","Lignin",1.31,0.16,0.28,-0.8222,45,59,7,2,1,1
801.519011,"C45H75O8N2P1","CHONP","Lipid",1.67,0.18,0.0789,-1.1778,45,75,8,2,0,1
801.552259,"C47H78O10","CHO","Lipid",1.66,0.21,0.0952,-1.234,47,78,10,0,0,0
801.563399,"C46H78O9N2","CHON","Lipid",1.7,0.2,0.0633,-1.1739,46,78,9,2,0,0
801.599912,"C47H82O8N2","CHON","Lipid",1.74,0.17,0.0488,-1.2766,47,82,8,2,0,0
801.638113,"C46H91O8P1","CHOP","Lipid",1.98,0.17,-0.0732,-1.6304,46,91,8,0,0,1
802.482876,"C38H79O10N1S1P2","CHONSP","Lipid",2.08,0.26,-0.2759,-1.4211,38,79,10,1,1,2
802.54739,"C46H77O10N1","CHON","Lipid",1.67,0.22,0.075,-1.1739,46,77,10,1,0,0
802.998431,"C28H21O26P1","CHOP","ConHC",0.75,0.93,0.3571,1.1071,28,21,26,0,0,1
803.1736143,"C29H40O26","CHO","Tannin",1.38,0.9,-0.1875,0.4138,29,40,26,0,0,0
803.20967,"C30H44O25","CHO","Tannin",1.47,0.83,-0.2,0.2,30,44,25,0,0,0
803.349406,"C41H56O16","CHO","Lignin",1.37,0.39,0.1818,-0.5854,41,56,16,0,0,0
803.383343,"C46H60O10S1","CHOS","Lignin",1.3,0.22,0.275,-0.8261,46,60,10,0,1,0
803.428611,"C39H69O11N2S1P1","CHONSP","Lipid",1.77,0.28,-0.0847,-1,39,69,11,2,1,1
803.444135,"C41H72O11S2","CHOS","Lipid",1.76,0.27,-0.0448,-1.122,41,72,11,0,2,0
803.514537,"C47H80O4S3","CHOS","Lipid",1.7,0.09,0.0714,-1.4043,47,80,4,0,3,0
803.618156,"C46H93O4S2P1","CHOSP","Lipid",2.02,0.09,-0.0976,-1.7609,46,93,4,0,2,1
803.728844,"C55H96O3","CHO","Lipid",1.75,0.05,0.1215,-1.6364,55,96,3,0,0,0
804.47678,"C42H79O5N1S4","CHONS","Lipid",1.88,0.12,-0.1014,-1.381,42,79,5,1,4,0
804.491023,"C36H77O12N3P2","CHONP","Protein",2.14,0.33,-0.4,-1.2222,36,77,12,3,0,2
804.709355,"C51H99O1N1S2","CHONS","Lipid",1.94,0.02,-0.0105,-1.7647,51,99,1,1,2,0
805.47192,"C48H70O8S1","CHOS","Lignin",1.46,0.17,0.2093,-1.0833,48,70,8,0,1,0
805.495376,"C41H74O15","CHO","Protein",1.8,0.37,-0.0746,-1.0732,41,74,15,0,0,0
805.560927,"C44H87O6S2P1","CHOSP","Lipid",1.98,0.14,-0.1053,-1.6136,44,87,6,0,2,1
805.635272,"C52H86O6","CHO","Lipid",1.65,0.12,0.1429,-1.4231,52,86,6,0,0,0
805.63615,"C53H90O1S2","CHOS","Lipid",1.7,0.02,0.1287,-1.5849,53,90,1,0,2,0
805.922331,"C22H18O26N1S2P1","CHONSP","Other",0.82,1.18,-0.4,1.8636,22,18,26,1,2,1
806.308189,"C41H61O5N1S5","CHONS","UnsatHC",1.49,0.12,0.1077,-0.9268,41,61,5,1,5,0
806.465819,"C38H69O15N3","CHON","Protein",1.82,0.39,-0.1636,-0.7895,38,69,15,3,0,0
806.479289,"C47H73O2N3S3","CHONS","Lipid",1.55,0.04,0.15,-1.1489,47,73,2,3,3,0
807.325198,"C45H60O5S4","CHOS","UnsatHC",1.33,0.11,0.2468,-0.9333,45,60,5,0,4,0
807.447045,"C42H68O11N2S1","CHONS","Lipid",1.62,0.26,0.0448,-0.9048,42,68,11,2,1,0
807.698326,"C52H92O4N2","CHON","Lipid",1.77,0.08,0.0833,-1.5,52,92,4,2,0,0
807.702343,"C57H92O2","CHO","Lipid",1.61,0.04,0.1964,-1.5439,57,92,2,0,0,0
808.602977,"C49H83O4N3S1","CHONS","Lipid",1.69,0.08,0.093,-1.3061,49,83,4,3,1,0
809.313532,"C34H66O11S5","CHOS","Protein",1.94,0.32,-0.3617,-1,34,66,11,0,5,0
809.510874,"C50H70O7N2","CHON","Lignin",1.4,0.14,0.2584,-1,50,70,7,2,0,0
809.544961,"C55H74O1N2S1","CHONS","UnsatHC",1.35,0.02,0.3204,-1.1636,55,74,1,2,1,0
809.568719,"C48H78O8N2","CHON","Lipid",1.62,0.17,0.119,-1.1667,48,78,8,2,0,0
809.669225,"C51H91O3N2P1","CHONP","Lipid",1.78,0.06,0.0753,-1.549,51,91,3,2,0,1
809.812241,"C56H106O2","CHO","Lipid",1.89,0.04,0.0545,-1.8214,56,106,2,0,0,0
809.96132,"C24H18O25N3S1P1","CHONSP","Other",0.75,1.04,0.0769,1.7917,24,18,25,3,1,1
810.56607,"C46H86O4N1S2P1","CHONSP","Lipid",1.87,0.09,-0.025,-1.5435,46,86,4,1,2,1
810.607779,"C50H85O5N1S1","CHONS","Lipid",1.7,0.1,0.0989,-1.4,50,85,5,1,1,0
810.67313,"C50H89O5N3","CHON","Lipid",1.78,0.1,0.0562,-1.4,50,89,5,3,0,0
810.929141,"C30H8O26N2","CHON","ConHC",0.27,0.87,0.8667,1.6667,30,8,26,2,0,0
811.448264,"C42H68O15","CHO","Protein",1.62,0.36,0.0435,-0.9048,42,68,15,0,0,0
811.4972603,"C53H69O3N2P1","CHONP","UnsatHC",1.3,0.06,0.3402,-1.0755,53,69,3,2,0,1
811.500094,"C47H72O11","CHO","Lipid",1.53,0.23,0.1566,-1.0638,47,72,11,0,0,0
811.557567,"C45H80O12","CHO","Lipid",1.78,0.27,0,-1.2444,45,80,12,0,0,0
812.092653,"C28H32O25N1P1","CHONP","Tannin",1.14,0.89,-0.037,0.75,28,32,25,1,0,1
812.529626,"C44H83O2N3S4","CHONS","Lipid",1.89,0.05,-0.0833,-1.4091,44,83,2,3,4,0
812.662176,"C47H91O9N1","CHON","Lipid",1.94,0.19,-0.0602,-1.4894,47,91,9,1,0,0
813.157904,"C30H38O26","CHO","Tannin",1.27,0.87,-0.0588,0.4667,30,38,26,0,0,0
813.281889,"C42H56O8S2P2","CHOSP","Lignin",1.33,0.19,0.2353,-0.8571,42,56,8,0,2,2
813.303336,"C34H54O22","CHO","AminoSugar",1.59,0.65,-0.1304,-0.2941,34,54,22,0,0,0
813.335741,"C30H58O23N2","CHON","Carb",1.93,0.77,-0.6364,-0.2,30,58,23,2,0,0
813.4129,"C51H62O3N2S2","CHONS","UnsatHC",1.22,0.06,0.3626,-0.902,51,62,3,2,2,0
813.421163,"C40H66O13N2S1","CHONS","Protein",1.65,0.32,-0.0164,-0.8,40,66,13,2,1,0
813.515795,"C47H74O11","CHO","Lipid",1.57,0.23,0.1325,-1.1064,47,74,11,0,0,0
813.549993,"C41H83O13P1","CHOP","Protein",2.02,0.32,-0.194,-1.3902,41,83,13,0,0,1
813.571357,"C41H88O7N2S1P2","CHONSP","Lipid",2.15,0.17,-0.2615,-1.6098,41,88,7,2,1,2
813.646177,"C47H90O10","CHO","Lipid",1.91,0.21,-0.0476,-1.4894,47,90,10,0,0,0
813.657153,"C46H90O9N2","CHON","Lipid",1.96,0.2,-0.0886,-1.4348,46,90,9,2,0,0
813.963758,"C25H22O24N1S2P1","CHONSP","Tannin",0.88,0.96,0,1.32,25,22,24,1,2,1
814.438178,"C44H65O13N1","CHON","Lignin",1.48,0.3,0.1507,-0.8182,44,65,13,1,0,0
814.535721,"C40H81O13N1S1","CHONS","Protein",2.02,0.32,-0.2381,-1.25,40,81,13,1,1,0
814.595012,"C47H81O8N3","CHON","Lipid",1.72,0.17,0.05,-1.1915,47,81,8,3,0,0
814.939221,"C33H8O24N2","CHON","ConHC",0.24,0.73,0.8947,1.3939,33,8,24,2,0,0
815.098404,"C32H32O23S1","CHOS","Tannin",1,0.72,0.2308,0.5,32,32,23,0,1,0
815.401987,"C48H64O7S2","CHOS","Lignin",1.33,0.15,0.2706,-0.9583,48,64,7,0,2,0
815.498833,"C46H77O4N2S2P1","CHONSP","Lipid",1.67,0.09,0.0769,-1.2826,46,77,4,2,2,1
815.527306,"C42H76O13N2","CHON","Protein",1.81,0.31,-0.0746,-1.0476,42,76,13,2,0,0
815.599171,"C46H89O7S1P1","CHOSP","Lipid",1.93,0.15,-0.0617,-1.587,46,89,7,0,1,1
815.737444,"C48H101O5N2P1","CHONP","Lipid",2.1,0.1,-0.1294,-1.7708,48,101,5,2,0,1
816.017632,"C25H27O22N3S3","CHONS","Tannin",1.08,0.88,-0.375,1.28,25,27,22,3,3,0
817.18953,"C30H42O26","CHO","Tannin",1.4,0.87,-0.1765,0.3333,30,42,26,0,0,0
817.225323,"C31H46O25","CHO","Tannin",1.48,0.81,-0.1892,0.129,31,46,25,0,0,0
817.312003,"C42H58O10S3","CHOS","Lignin",1.38,0.24,0.1765,-0.7619,42,58,10,0,3,0
817.401558,"C43H62O15","CHO","Lignin",1.44,0.35,0.1549,-0.7442,43,62,15,0,0,0
817.424305,"C42H74O7S4","CHOS","Lipid",1.76,0.17,-0.0435,-1.2381,42,74,7,0,4,0
817.489456,"C49H70O10","CHO","Lignin",1.43,0.2,0.2273,-1.0204,49,70,10,0,0,0
817.492977,"C46H74O10S1","CHOS","Lipid",1.61,0.22,0.1,-1.1304,46,74,10,0,1,0
817.500733,"C48H70O9N2","CHON","Lignin",1.46,0.19,0.2048,-0.9583,48,70,9,2,0,0
817.532101,"C43H78O14","CHO","Protein",1.81,0.33,-0.0556,-1.1628,43,78,14,0,0,0
817.565376,"C48H82O8S1","CHOS","Lipid",1.71,0.17,0.0698,-1.3333,48,82,8,0,1,0
817.623463,"C46H90O9S1","CHOS","Lipid",1.96,0.2,-0.0864,-1.5217,46,90,9,0,1,0
817.78091,"C57H102O2","CHO","Lipid",1.79,0.04,0.1071,-1.7193,57,102,2,0,0,0
818.514213,"C39H83O10N1S1P2","CHONSP","Lipid",2.13,0.26,-0.3,-1.4872,39,83,10,1,1,2
818.651428,"C49H89O8N1","CHON","Lipid",1.82,0.16,0.0227,-1.4286,49,89,8,1,0,0
818.699263,"C49H93O6N3","CHON","Lipid",1.9,0.12,-0.0233,-1.4694,49,93,6,3,0,0
819.367394,"C50H61O4S2P1","CHOSP","UnsatHC",1.22,0.08,0.3556,-0.98,50,61,4,0,2,1
819.396098,"C46H60O13","CHO","Lignin",1.3,0.28,0.2658,-0.7391,46,60,13,0,0,0
819.417151,"C43H64O15","CHO","Lignin",1.49,0.35,0.1268,-0.7907,43,64,15,0,0,0
819.432925,"C39H70O12N2P2","CHONP","Protein",1.79,0.31,-0.1034,-1.0256,39,70,12,2,0,2
819.469413,"C51H69O3N2S1P1","CHONSP","UnsatHC",1.35,0.06,0.2967,-1.0784,51,69,3,2,1,1
819.47572,"C42H76O11S2","CHOS","Lipid",1.81,0.26,-0.0725,-1.1905,42,76,11,0,2,0
819.493781,"C45H77O5N2S2P1","CHONSP","Lipid",1.71,0.11,0.04,-1.2667,45,77,5,2,2,1
819.510679,"C55H68O4N2","CHON","UnsatHC",1.24,0.07,0.3725,-0.9818,55,68,4,2,0,0
